text,label
"Congratulations! TechGrow Solutions is pleased to offer you Home Based Computer Operator with salary Rs. 16,000 per month. As per company policy, all new hires must pay a laptop fee of Rs. 2901 before joining. Pay before 6 hours or offer will be cancelled. Contact quickhire.hr@gmail.com.",1
"Congratulations! You are selected for Data Entry Executive position at CareerBoost India. No interview required. Start immediately. Please pay training fee of Rs. 1259 to confirm. Salary Rs. 25,000/month guaranteed. Respond within 48 hours at fasthire@gmail.com.",1
"Congratulations! CareerBoost India is pleased to offer you Work From Home Operator with salary Rs. 25,000 per month. As per company policy, all new hires must pay a laptop fee of Rs. 1337 before joining. Pay before 12 hours or offer will be cancelled. Contact quickhire.hr@gmail.com.",1
"Dear Candidate, You have been selected for Online Data Entry Specialist at InstantJobs Ltd through our recruitment drive. Salary: Rs. 21,000 CTC per annum. Please transfer the advance fee of Rs. 1145 to confirm your appointment letter. Contact us at fasthire@gmail.com. This offer is valid today itself only.",1
"Dear Rohit Gupta, On behalf of the leadership team at Mphasis Limited, I am pleased to confirm your appointment as Software Engineer at our Pune office. Your compensation will be INR 30,00,000 per annum. Joining date: 18 August 2026. You will report to Rajesh Pillai. Subject to company policy and payroll deductions. Confirm by 25 August 2026 via talent@hexaware.com. Best regards, Priya Sharma, Hiring Team, Mphasis Limited.",0
"Dear Arjun Bose, This is to formally offer you the position of UX Designer at Cognizant Technology, Noida, effective 15 July 2026. Total annual compensation: INR 19,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 20 July 2026. For queries: careers@infosys.com. Warm regards, Priya Sharma, Talent Acquisition, Cognizant Technology.",0
"Dear Deepika Rao, We are pleased to inform you that you have been selected for the position of Cloud Architect at Mindtree Ltd. Your annual salary will be INR 23,00,000 as per the offer letter enclosed herewith. Reporting manager: Manoj Tiwari. Date of joining: 12 August 2026. Kindly acknowledge by 10 August 2026. HR contact: careers@hcltech.com. Regards, Priya Sharma, Human Resources, Mindtree Ltd.",0
"Dear Candidate, Congratulations! You have been selected for the post of Back Office Associate at FastTrack Careers. Your salary will be Rs. 25,000 per month. To confirm your appointment, kindly pay a registration fee of Rs. 1145 to our HR department within 48 hours. Contact us immediately at globalwork.recruit@gmail.com.",1
"Dear Rohit Gupta, Persistent Systems is happy to confirm your selection as Frontend Developer at our Mumbai office. The annual compensation package is INR 11,00,000, subject to company policy and payroll deductions. Your employment is contingent upon successful completion of background checks. Joining date: 12 August 2026. Confirm acceptance by 20 July 2026. Contact: careers@hcltech.com. Best regards, Recruitment Team, Persistent Systems.",0
"Dear Candidate, You have been selected for Typist at WorkFromHome Inc through our recruitment drive. Salary: Rs. 25,000 CTC per annum. Please transfer the advance fee of Rs. 4263 to confirm your appointment letter. Contact us at techgrow.jobs@yahoo.com. This offer is valid today itself only.",1
"Dear Priya Singh, We are pleased to offer you the position of Data Scientist at Tech Mahindra, Noida. Your annual compensation will be INR 19,00,000 per annum, subject to standard payroll deductions and company policy. Your tentative date of joining is 5 September 2026. Please review the attached offer details and confirm your acceptance by 10 August 2026. For any questions, contact us at hr@capgemini.com. Best regards, Priya Sharma, HR Team, Tech Mahindra.",0
"Dear Varun Mehta, Following your successful interview process, we are pleased to offer you the position of Data Analyst at IBM India, Hyderabad with a CTC of INR 29,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 15 July 2026. Please confirm by 10 August 2026. For any questions, reach our HR at recruitment@mphasis.com. Sincerely, Anil Gupta, HR Manager, IBM India.",0
"Dear Candidate, Instant joining opportunity! TechGrow Solutions is hiring for Home Based Computer Operator. Salary: Rs. 8,000 per month. To activate your offer, transfer the amount of Rs. 875 as onboarding fee. Act now - limited positions available. WhatsApp only: +91 9995619255. Contact hiringdesk@hotmail.com immediately.",1
"Dear Priya Singh, We are pleased to inform you that you have been selected for the position of Marketing Manager at Hexaware Technologies. Your annual salary will be INR 18,00,000 as per the offer letter enclosed herewith. Reporting manager: Kavitha Menon. Date of joining: 5 September 2026. Kindly acknowledge by 10 August 2026. HR contact: recruitment@wipro.com. Regards, Ravi Krishnan, Human Resources, Hexaware Technologies.",0
"URGENT HIRING - WorkFromHome Inc requires Work From Home Operator immediately. Selected candidates earn Rs. 10,000/month. Pay registration amount Rs. 3317 to confirm your seat. Limited time offer. Kindly pay and confirm within 48 hours. Contact workfromhome.jobs@yahoo.com or telegram +91 9491735568.",1
"Dear Swati Mishra, On behalf of Cognizant Technology, I am delighted to extend this offer of employment for the role of Cloud Architect. Your compensation will be INR 30,00,000 per annum as per our salary structure, subject to payroll deductions. Your reporting manager will be Manoj Tiwari and your joining date is 10 October 2026. Please sign and return this letter by 25 August 2026. Human resources contact: hr@techmahindra.com. Regards, Talent Acquisition, Cognizant Technology.",0
"Dear Applicant, Your resume was shortlisted for Customer Support Executive at RapidHire Solutions. Salary package Rs. 8,000 per annum. Kindly deposit Rs. 1292 as refundable security deposit to our account. Offer valid for next 2 hours only. Pay immediately to opportunityhub.hr@gmail.com.",1
"Dear Suresh Verma, This letter confirms the offer of employment extended to you by Tech Mahindra for the position of UX Designer at Mumbai. Annual gross salary: INR 13,00,000, inclusive of all components. Employment is contingent upon successful background verification and document submission. Joining date: 18 August 2026. Please respond by 10 August 2026. HR contact: recruitment@techmahindra.com. Sincerely, Anjali Singh, Human Resources, Tech Mahindra.",0
"Dear Pooja Agarwal, This letter confirms the offer of employment extended to you by Mindtree Ltd for the position of HR Executive at Bengaluru. Annual gross salary: INR 32,00,000, inclusive of all components. Employment is contingent upon successful background verification and document submission. Joining date: 18 August 2026. Please respond by 25 August 2026. HR contact: talent@nexasofttech.com. Sincerely, Anjali Singh, Human Resources, Mindtree Ltd.",0
"Dear Job Seeker, TechGrow Solutions has selected you for the role of Office Assistant. Annual CTC: Rs. 8,000. To proceed with your joining formalities, pay the processing fee of Rs. 2666 urgently. This is a final deadline offer. Contact: globalwork.recruit@gmail.com. Respond today itself.",1
"Dear Aditi Sharma, On behalf of the leadership team at Cognizant Technology, I am pleased to confirm your appointment as Data Scientist at our Noida office. Your compensation will be INR 29,00,000 per annum. Joining date: 12 August 2026. You will report to Manoj Tiwari. Subject to company policy and payroll deductions. Confirm by 24 July 2026 via talent@nexasofttech.com. Best regards, Pooja Nair, Hiring Team, Cognizant Technology.",0
"Dear Aditi Sharma, On behalf of Tech Mahindra, I am delighted to extend this offer of employment for the role of Frontend Developer. Your compensation will be INR 32,00,000 per annum as per our salary structure, subject to payroll deductions. Your reporting manager will be Rajesh Pillai and your joining date is 12 August 2026. Please sign and return this letter by 30 June 2026. Human resources contact: talent@hexaware.com. Regards, Talent Acquisition, Tech Mahindra.",0
"Dear Applicant, We are glad to inform you that you have been selected without interview for Form Filling Executive at WorkFromHome Inc. Guaranteed job with salary 8,000 per month. Please pay a security deposit of Rs. 3440 before joining. This offer expires in 4 hours. Respond today at easyjob.india@yahoo.com.",1
"Congratulations! EasyJob Network is pleased to offer you Customer Support Executive with salary Rs. 15,000 per month. As per company policy, all new hires must pay a laptop fee of Rs. 1292 before joining. Pay before 48 hours or offer will be cancelled. Contact opportunityhub.hr@gmail.com.",1
"Dear Applicant, Your resume was shortlisted for Online Data Entry Specialist at GlobalWork Services. Salary package Rs. 11,000 per annum. Kindly deposit Rs. 1292 as refundable security deposit to our account. Offer valid for next 12 hours only. Pay immediately to globalwork.recruit@gmail.com.",1
"SELECTED! CareerBoost India wants you as Data Entry Executive. Salary Rs. 10,000/month. To receive your offer letter, pay Rs. 2075 screening fee. No interview needed. Respond within 2 hours. Pay and confirm at fasthire@gmail.com. Whatsapp only.",1
"Congratulations! OpportunityHub is pleased to offer you Content Writer with salary Rs. 25,000 per month. As per company policy, all new hires must pay a laptop fee of Rs. 1522 before joining. Pay before 12 hours or offer will be cancelled. Contact opportunityhub.hr@gmail.com.",1
"URGENT HIRING - DigiWork India requires Content Writer immediately. Selected candidates earn Rs. 25,000/month. Pay registration amount Rs. 3440 to confirm your seat. Limited time offer. Kindly pay and confirm within 4 hours. Contact hiringdesk@hotmail.com or telegram +91 9208449460.",1
"Congratulations! You are selected for Back Office Associate position at TechGrow Solutions. No interview required. Start immediately. Please pay training fee of Rs. 3612 to confirm. Salary Rs. 9,000/month guaranteed. Respond within 24 hours at globalwork.recruit@gmail.com.",1
"Dear Job Seeker, EasyJob Network has selected you for the role of Work From Home Operator. Annual CTC: Rs. 25,000. To proceed with your joining formalities, pay the processing fee of Rs. 875 urgently. This is a final deadline offer. Contact: opportunityhub.hr@gmail.com. Respond today itself.",1
"Congratulations! You are selected for Home Based Computer Operator position at EasyJob Network. No interview required. Start immediately. Please pay training fee of Rs. 3317 to confirm. Salary Rs. 8,000/month guaranteed. Respond within 6 hours at quickhire.hr@gmail.com.",1
"Dear Meera Nair, It is with great pleasure that we offer you the position of Business Analyst at Mindtree Ltd, Mumbai. Your annual CTC will be INR 27,00,000 per annum. Your reporting manager will be Rajesh Pillai. We request you to please review the offer carefully and report for joining on 22 July 2026. Please confirm your acceptance of this offer by 24 July 2026. Should you have any questions, please do not hesitate to contact us at talent@accenture.com. Best regards, Nisha Patel, Talent Acquisition Team, Mindtree Ltd.",0
"Dear Ankit Joshi, Following your interview on the date mentioned above, we are glad to offer you the role of Frontend Developer at Mphasis Limited with an annual CTC of INR 9,00,000. Your tentative joining date is 3 October 2026. This offer of employment is subject to company policy. Please confirm your acceptance by signing and returning this letter by 5 August 2026. For any questions please contact hr@cognizant.com. Sincerely, Pooja Nair, HR Department, Mphasis Limited.",0
